date,date,year_month,year,num_ec,1_ec,-1_ec,sum_mood_ec,num_cb,1_cb,-1_cb,sum_mood_cb,mood_ec,mood_cb,mood_cb_without_mood_ec,indicator,indicator2
2014-06-18,2014-06-18,2014-06,2014,0,0,0,0.0,3,0,3,-1.6662235257531757,,-0.5554078419177252,,,
2014-06-19,2014-06-19,2014-06,2014,1,1,0,0.4198362199530734,0,0,0,0.0,0.4198362199530734,,,,
2014-06-20,2014-06-20,2014-06,2014,0,0,0,0.0,0,0,0,0.0,,,,,
2014-06-21,2014-06-21,2014-06,2014,1,0,0,-0.2040689110594997,29,1,18,-8.145227735033082,-0.2040689110594997,-0.2808699218976925,-0.0768010108381928,0.48079974729045183,0.35344827586206895
2014-06-22,2014-06-22,2014-06,2014,1,0,1,-0.2956616037959386,1,0,1,-0.3822455767033773,-0.2956616037959386,-0.3822455767033773,-0.08658397290743869,0.47835400677314033,0.5
2014-06-23,2014-06-23,2014-06,2014,0,0,0,0.0,0,0,0,0.0,,,,,
2014-06-24,2014-06-24,2014-06,2014,0,0,0,0.0,1,0,1,-0.3465644492847413,,-0.3465644492847413,,,
2014-06-25,2014-06-25,2014-06,2014,19,1,14,-5.768249228317934,1,0,0,-0.1548633648664702,-0.30359206464831234,-0.1548633648664702,0.14872869978184214,0.5371821749454605,0.6710526315789473
2014-06-26,2014-06-26,2014-06,2014,6,1,5,-1.279069025263711,3,0,3,-0.7719666549178132,-0.21317817087728516,-0.25732221830593777,-0.044144047428652605,0.48896398814283687,0.41666666666666663
2014-06-27,2014-06-27,2014-06,2014,0,0,0,0.0,0,0,0,0.0,,,,,
2014-06-28,2014-06-28,2014-06,2014,4,0,4,-2.1553481381043205,0,0,0,0.0,-0.5388370345260801,,,,
2014-06-29,2014-06-29,2014-06,2014,1,0,1,-0.6200229355654622,0,0,0,0.0,-0.6200229355654622,,,,
2014-06-30,2014-06-30,2014-06,2014,0,0,0,0.0,6,1,4,-2.054413882070337,,-0.3424023136783895,,,
