post_id,text,comment_time,from_id
1441860,Словоблудием занимаетесь россияне,1682325550,226854499
1441860,,1682352410,225506455
1441860,"Будут готовиться к параду 7 января в честь победы над ""пучистами"" во славу Рождества Христова😒",1682398960,49828773
49221,"""Я пытался съэкономить на еде, но моя семья наотрез отказалась есть что-либо другое.""",1418701337,218768234
49221,"Думаю больше... Потому что доступный сегмент сузится... И все будут жрать крупы..., думаю цены поднимутся на 50-75 %%... Торгующие тоже хотят на выручку купить импортный товар..,. Думаю необходимыми будут мука, подсолнечное масло, соль , сахар, крупы, ( картошка будет недоступна) , главным станет прокормить детей.... Банки окончательно задушат россиян и осуществлят переворот власти..... А может и Дмитрий Анатольевич возмет в свои руки власть.... Но скорее всего это будет ктото из нынешних банкиров.... Которого банкиры уважают.... Возможно Греф....",1418702237,265050962
49221,Медведев пусть ватник утепляет и нашивает свои инициалы на грудь. Скоро они на тандеме поедут в воркуту,1418715921,222717047
1572934,Ограбление века.,1694966951,619740159
1572934,"Заплакал он
Да как же я теперь без нижнего белья.",1694967613,818528368
1572934,"Давно пора, зачем ему, носить что ли, Росссияя",1694968234,633595778
1572934,Ребята! Закупаемся трусами!... Это не к добру... 😳,1694970644,746707180
1605702,"Вместе с либерастами провел девальвацию, но заботиться о карманах толсто_жопых.",1699458641,301831176
1310793,"Доллар, вперёд. Даёшь доллар по 200 !",1672918993,753567633
1310793,Умри несчастный,1672921565,765724270
1310793,"У нас же каникулы, вот и рубля тоже. Расслабился  малость.",1672939389,429407576
983114,У россиян такой же интерес.,1649930279,120859470
983114,"а у нас в России продаётся картофель в фиолетовых сетках разной расфасовки плохого качества, странный. какой-то плотный сладковатый, хотя не подморожен, или вялый, который не хочется покупать. Этикетку не прочитаешь толком.
Точно не Белоруссия.

На днях шоколад Коммунарка, мой любимый, с клюквой, ... упаковка похожая, но что-то не так;

любимый белорусский мармелад: в упаковке мармеладины разного качества, некоторые странные, но не отравилась; 

зефир Бобруйский, с черной смородиной, не купила, размером чуть меньше диаметр;

дата проштампована в другом месте. подделка наверняка. диверсия.

Продовольственная безопасность - это для всех важно.",1649930450,630361329
983114,"Задолбали  со своей валютой!  И у на и к Белорусии есть все, что нужно для жизни",1649944153,206595146
983114,"А к нам на север приезжали белорусские предприниматели.привезли  сухофрукты, орехи семечки , мед, колбасы.. все очень качественно.чтоже по вашему мнению на севере последнее продавали",1649946401,562513308
770128,"Что роднит темы межпланетных перелетов и ЖКХ? Одни скажут «тарифы» и будут недалеки от истины. Но все же, главное, что их объединяет - это наша удивительная способность переносить порой нечеловеческие трудности ради того упоительного момента, который ждет нас в конце испытания. Здесь закаляется воля и куётся характер. Именно об этом новый хит летнего сезона от Капитэна N
https://youtu.be/ddPU5owl0Ok",1595952976,568440522
229458,"Макрон поруководил всего ничего, а рейтинг уже падает. А наш бездарный царек уж 4 года россиян в нищету вгоняет, а рейтинги только растут, на зависть всем политикам!🤗 Вот что зомбоящик чудотворящий делает!😏",1503072677,364267125
229458,"Ответа на вопрос ""почему?"" в статье нет. Просто нытье о том как всё плохо и главное, что будет еще хуже. Почему собственно будет хуже? И чем плохо сейчас?",1503073628,439351071
229458,"То, что об этом заговорили, неспроста. К чему бы это? Походу, в команде вовы раскол...   v",1503161310,301982135
229458,потому что кое кто сверху жиреет,1503336713,210458871
475218,"Странно...очень странно! Почему ЦБ реагирует так на рубль??? Мое мнение, он так должен реагировать на доллар!!!",1543319816,224055179
475218,Вечно падающий рубль .,1543332298,188236209
786519,,1599295508,375505154
786519,"Главное не идти в ЗАГС, иначе по действующему законодательству 51% нажитого принадлежит жене.",1599295764,10628104
786519,"понятно с кем имеем дело ,противник женщин !😁",1599298724,593486096
49239,за стабильность,1418711036,211945815
49239,И чем это обусловлено?,1418711392,13447523
1564761,"я с моей пенсией стал бедней в два раза...""спасибо"" едросне !..",1693888387,206249143
1564761,С экономикой под управлением опричнины иного и не ждали,1693892883,40643017
1179738,"Так и подмывает посоветовать этим ""туристам"" поехать в расейскую глубинку, ведь судя по их рассказам, разницы никакой, особенно вечером. Выходишь из гостиницы - везде темнота, ничего не работает, ну и чувство полного отсутствия безопасности будет точно ""покруче"", чем в Италии или Финляндии... А уж про сыр и упоминать, наверно, не стоит.
Из ""плюсов"" - отсутствие, так раздражающих их, флагов 🙈",1664912920,19086506
1613915,,1700585181,245213392
745564,На днях... ну или раньше))),1591110316,537072545
745564,Цырк ёпт,1591110764,566634388
745564,"Нет времени на раскачку, лет 20 максимум осталось, если на замену ботоксу что то нанотехнологичное не придумают, рыжий не дорабатывает, пора ускориться.",1591110798,24297206
745564,Я помню ышшо как за 100 дней. Реформировали СССР Чубайс-Гайдар. По сей день в себя прийти не можем. Теперича кажись кранты.,1591111392,186225031
745564,,1591111449,186225031
745564,Ну один из скреп России это сыпать елей на уши царю .,1591112031,521229736
745564,после кризиса 1991 года 29 лет из кризиса выйти не можем А после нынешнего кризиса который устроили сами власти Выйдем за год,1591122828,116554617
1499228,Нормальная практика,1687444673,766508812
1499228,"Вид на ""жительство"" где?",1687446465,206730169
1499228,Вы нанимаете иностранных наемников,1687452194,790070147
409694,Правильно говорит,1535519024,467972147
1638494,яйца куриные должны стоить по цене яиц фаберже тогда научитесь правильно раставлять жизненые приоритеты..а курочка Ряба освободится из мест заключение и переедет на домашний двор..,1703696674,828758636
1638494,власть контролирует всё. инфляция дальнейшая невозможна,1703697871,793547278
1638494,"Интересно, как они процент высчитывают? Было 60р.,а стало 120р.🤷‍♀️",1703752737,679130549
1286240,"Как будто Россия не нищая, но лучше же говорить про Германию, ведь это нас так волнует 🤡",1671493999,123718085
1286240,"Странно,что Россия и русские это давно понимали и говорили вслух всей гейропе, предупреждали!
 Но уперто гейропа разрушала себя, а пиндосы смеясь дирижировали.
Кто теперь виноват, снова Россия?",1671499568,731164896
1286240,😂😂😂 Вам в уши ссут про загнивающий запад,1671502135,10485176
1286240,"Они ошиблись тогда, когда объединились с ФРГ,надо было наоборот и войти как 16-я республика. Но ничего не поздно",1671505528,708556240
1286240,Вторая Веймарская республика?,1671559832,714959373
41057,"Везде воруют, а сажают только митингующих против",1408434219,259419156
41057,Кому-то откатик не сделали... вот их и замели!!!,1408434285,195719803
41057,"Вот воруют и воруют, даже на кладбище..",1408435009,64933244
41057,Даже у мертвых пытаются урвать что-нибудь,1408443448,37095716
1392739,Всё для россиян.,1678191985,4382655
1392739,"Страна же расширяется, с кого же брать, как не со своих...😡",1678193160,313855769
1392739,"Ну да, пока иносранцы приезжали, никто не догадался с них собирать. А со своих ну как не взять-то? Подумали бы, что такое 100р в сутки при зп 18к.",1678204428,13605846
1392739,Интересно чиновники понимают развитие туризма в России,1678219898,1585518
1515620,,1688925033,19086506
1286245,"Правильно самое время покупать недвижимость, бумажные вложения слишком рискованно",1671496093,406492086
1286245,По мне так никогда не покупал баксы.,1671531040,33594709
1204324,Женщина в Лексусе 👍🏻👍🏻👍🏻,1666134356,178582253
1204324,А что те кто получает деньги от государства должны ему государству только ж опу лизать?,1666135305,3657909
1204324,Щедрая страна',1666152285,544528016
1204324,"Мало давали,вот он и критикует. Голодал бедный.",1666155460,629952371
1204324,Хочется спросить: «за что платят такие сумасшедшинка деньги клоуну?»,1666156771,755453674
1204324,"То есть, если получаешь какие-то деньги от государства на своё творчество, то (автоматически) лишаешься права высказывать личную точку зрения, на те или иные поступки государства? Так получается, по логике авторов статьи.",1666159218,27321995
1204324,Вот с какого перепуга этим клоунам стали платить такие огромные деньги?,1666164438,286342855
1204324,"ТВ с зарплатами сотрудникам давно пора проверить на расходование бюджетных денег! 
Свое заработанное пусть тратят как хотят, а по бюджету отчитаться!
Только ведь это не главные коррупционеров страны: педагоги и медики, с них спроса нет!",1666166262,313855769
1204324,Вот такие козлы зарабатывают в России и хаят ее же гнать в шею их вон,1666186049,735430120
1204324,И тех оленей кто за таких чертей заступается тоже гнать поганой метлой,1666190869,704776527
1532007,Как будто Грета Тумберг на подаче)),1690525252,2289564
1622133,Это прорыв?,1701780907,40643017
1622133,А с чего ему повышаться ?,1701783102,640994528
1024118,"Это не Московский комсомолец, а проамериканский тинейджер. Интересно в чём кайф валюты типа бакса и евро если в любой момент её могут просто отжать у владельца!",1652799884,635058596
1024118,"У нас одна валюта - рубль, в отпуск поехать по старинке можно кэш взять( продают свободно, купил доллар или евро, съездил потратил и проблем нет🤷‍♂️😹 а что с юанем или тенге на курорте Азии или Египта делать?)",1652805414,70466788
974970,Ничего 😂,1648630289,70348275
974970,Летом 50р будет стоить.,1648634458,164831195
639098,"Просто могла потерять все ,а не только приболь.",1571163282,341093280
639098,А зависимость от доллара несёт большие потери.,1571163422,409621510
639098,,1571164366,153364915
639098,Опять всех переиграл 😂😂😂,1571164420,70348275
639098,Ну это дураки доллары скидывают.,1571166571,173628274
639098,"Ну и накажите того кто это придумал,за бездарную реформу",1571166840,155406182
262268,"Придумают что ни будь, а чиновники согласуют- Вексельберг им яйца занесет.",1510720712,368126376
639101,"И повышения цен, а также не забывайте про налоги, а зарплата? Зарплата подождёт...",1571165038,142077573
639101,,1571165311,-100657267
1581179,"Приятная новость, Великий Китай сотрудничает с Россиянами.",1696019200,281121711
1179776,Наверное уже хуже не будет для рос.инвестров,1664909382,209039412
1179776,"Как жаль,что нам пох...й",1664914145,496743215
262278,,1510679038,135007736
262278,А почему за это виновных не наказать они же живут и жируют,1510682534,307789964
262278,Сволочи и импотенты- главная причина.,1510683784,368126376
262278,Все завязаны друг на друге.,1510732566,445661840
499849,"Важно учесть, что резерв должен быть подобен вкладу, иметь обязательства со стороны государства. Так и он способен в лежачем состоянии поднять экономику.",1547134276,454092814
499849,ДЕДЫлларизация,1547136091,70543651
1310859,"Да да, мёрзнут, голодают, мы знаем уже. Главное у нас всё дешевеет.",1672921379,756217783
1310859,А в России бл дешевеют????!!!,1672921692,714101083
1310859,А мы спокойно смотрим на ежедневное удорожание...,1672932875,22431288
1310859,Я наверное тоже в Литве живу.,1672939194,429407576
1310859,И что?,1672947374,544493184
499852,"При этом важно понять природу инфляции, чтобы её нижний порог позволил бы людям по достоинству оценить незначительные прибавки, которые, кстати, станут в итоге значимыми.",1547133919,454092814
